timestamp,user,type,amount,location,location_norm,device,fields_found,dt,amount_value,currency,hour,weekday,day_of_month,month,time_diff_hours,is_new_device,is_new_location,user_amount_median,user_amount_std,amount_z_user,prev_location,anomaly_label,anomaly_score,anomaly_status,explanation
2025-06-23 13:47:37 ,user1027,top-up,$1407.43,Leeds ,leeds,Nokia 3310,,2025-06-23 13:47:37,1407.43,USD,13,0,23,6,5.26,1,0,2110.24,1673.58,-0.42,Leeds ,0,0,Normal,Common transition
2025-06-24 04:00:24,user1027,refund,24,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-06-24 04:00:24,24.0,UNKNOWN,4,1,24,6,14.21,1,1,1958.94,1662.92,-1.16,Leeds ,0,0,Normal,Common transition
2025-06-24 10:45:55,user1027,deposit,3000.44,Leeds,leeds,Nokia 3310,,2025-06-24 10:45:55,3000.44,UNKNOWN,10,1,24,6,6.76,1,0,1807.63,1670.84,0.71,Leeds,0,0,Normal,Common transition
2025-06-25 00:46:30,user1027,transfer,€677.22,Leeds,leeds,Xiaomi Mi 11,,2025-06-25 00:46:30,677.22,EUR,0,2,25,6,14.01,1,0,1958.94,1661.49,-0.77,Leeds,0,0,Normal,Common transition
2025-06-25 01:56:21,user1027,transfer,$1412.0,Liverpool,liverpool,None,,2025-06-25 01:56:21,1412.0,USD,1,2,25,6,1.16,1,1,1807.63,1658.4,-0.24,Leeds,0,0,Normal,Common transition
2025-06-25 03:04:56,user1027,top-up,2866.78,Birmingham,birmingham,None,,2025-06-25 03:04:56,2866.78,UNKNOWN,3,2,25,6,1.14,0,1,1806.08,1648.15,0.64,Liverpool,0,0,Normal,Common transition
2025-06-25 03:10:38,user1027,cashout,4427.36,Birmingham,birmingham,None,,2025-06-25 03:10:38,4427.36,UNKNOWN,3,2,25,6,0.1,0,0,1807.63,1638.59,1.6,Birmingham,0,0,Normal,Common transition
2025-06-25 07:53:38,user1027,cashout,25,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-06-25 07:53:38,25.0,UNKNOWN,7,2,25,6,4.72,1,1,1958.94,1650.07,-1.17,Birmingham,0,0,Normal,Common transition
2025-06-25 19:00:40,user1027,purchase,25,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-06-25 19:00:40,25.0,UNKNOWN,19,2,25,6,11.12,0,0,1807.63,1657.43,-1.08,Leeds,0,0,Normal,Common transition
2025-06-26 02:34:44,user1027,deposit,26,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-06-26 02:34:44,26.0,UNKNOWN,2,3,26,6,7.57,0,0,1806.08,1664.03,-1.07,Leeds,0,0,Normal,Common transition
2025-06-26 04:46:39,user1027,transfer,26,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-06-26 04:46:39,26.0,UNKNOWN,4,3,26,6,2.2,0,0,1804.52,1669.91,-1.07,Leeds,0,0,Normal,Common transition
2025-06-26 08:27:25,user1027,deposit,€2023.04,Manchester,manchester,Pixel 6,,2025-06-26 08:27:25,2023.04,EUR,8,3,26,6,3.68,1,1,1796.04,1675.15,0.14,Leeds,0,0,Normal,Common transition
2025-06-26 09:47:31 ,user1027,withdrawal,$2970.43,London ,london,Xiaomi Mi 11,,2025-06-26 09:47:31,2970.43,USD,9,3,26,6,1.34,1,1,1804.52,1663.79,0.7,Manchester,0,0,Normal,Common transition
2025-06-26 16:56:32 ,user1027,transfer,€4574.44,Leeds ,leeds,Xiaomi Mi 11,,2025-06-26 16:56:32,4574.44,EUR,16,3,26,6,7.15,0,1,1806.08,1656.19,1.67,London ,0,0,Normal,Common transition
2025-06-26 22:53:12,user1027,cashout,$3080.36,Manchester,manchester,iPhone 13,,2025-06-26 22:53:12,3080.36,USD,22,3,26,6,5.94,1,1,1807.63,1670.38,0.76,Leeds ,0,0,Normal,Common transition
2025-06-27 02:21:31,user1027,cashout,€401.19,Glasgow,glasgow,Samsung Galaxy S10,,2025-06-27 02:21:31,401.19,EUR,2,4,27,6,3.47,1,1,1915.34,1663.4,-0.91,Manchester,0,0,Normal,Common transition
2025-06-27 03:26:48 ,user1027,transfer,£1549.97,Leeds ,leeds,Samsung Galaxy S10,,2025-06-27 03:26:48,1549.97,GBP,3,4,27,6,1.09,0,1,1807.63,1663.56,-0.15,Glasgow,0,0,Normal,Common transition
2025-06-27 06:32:00 ,user1027,deposit,$685.16,None ,none,Xiaomi Mi 11,,2025-06-27 06:32:00,685.16,USD,6,4,27,6,3.09,1,1,1806.08,1654.0,-0.68,Leeds ,0,0,Normal,Common transition
2025-06-27 13:01:18 ,user1027,top-up,£1259.25,None ,none,None,,2025-06-27 13:01:18,1259.25,GBP,13,4,27,6,6.49,1,0,1804.52,1650.71,-0.33,None ,0,0,Normal,Common transition
2025-06-28 06:36:44,user1027,top-up,486.64,London,london,Pixel 6,,2025-06-28 06:36:44,486.64,UNKNOWN,6,5,28,6,17.59,1,1,1796.04,1642.77,-0.8,None ,0,0,Normal,Common transition
2025-06-28 11:20:21,user1027,cashout,2381.68,Glasgow,glasgow,Xiaomi Mi 11,,2025-06-28 11:20:21,2381.68,UNKNOWN,11,5,28,6,4.73,1,1,1787.57,1641.52,0.36,London,0,0,Normal,Common transition
2025-06-28 17:47:52,user1027,transfer,$1548.77,London,london,Xiaomi Mi 11,,2025-06-28 17:47:52,1548.77,USD,17,5,28,6,6.46,0,1,1796.04,1632.1,-0.15,Glasgow,0,0,Normal,Common transition
2025-06-28 22:44:14 ,user1027,purchase,€4301.71,Liverpool ,liverpool,Xiaomi Mi 11,,2025-06-28 22:44:14,4301.71,EUR,22,5,28,6,4.94,0,1,1787.57,1623.15,1.55,London,0,0,Normal,Common transition
2025-06-29 05:16:06 ,user1027,cashout,£4626.08,London ,london,Xiaomi Mi 11,,2025-06-29 05:16:06,4626.08,GBP,5,6,29,6,6.53,0,1,1796.04,1632.34,1.73,Liverpool ,0,0,Normal,Common transition
2025-06-29 08:12:34 ,user1027,transfer,€3788.72,Cardiff ,cardiff,Nokia 3310,,2025-06-29 08:12:34,3788.72,EUR,8,6,29,6,2.94,1,1,1804.52,1646.34,1.21,London ,0,0,Normal,Common transition
2025-06-29 16:54:00,user1027,withdrawal,1244.44,Leeds,leeds,Huawei P30,,2025-06-29 16:54:00,1244.44,UNKNOWN,16,6,29,6,8.69,1,1,1806.08,1647.07,-0.34,Cardiff ,0,0,Normal,Common transition
2025-06-29 20:12:02,user1027,debit,29,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-06-29 20:12:02,29.0,UNKNOWN,20,6,29,6,3.3,1,0,1804.52,1640.13,-1.08,Leeds,0,0,Normal,Common transition
2025-06-30 17:21:38,user1027,transfer,$1469.63,Liverpool,liverpool,Pixel 6,,2025-06-30 17:21:38,1469.63,USD,17,0,30,6,21.16,1,1,1796.04,1645.16,-0.2,Leeds,0,0,Normal,Common transition
2025-07-01 00:02:02 ,user1027,cashout,£3742.84,Manchester ,manchester,None,,2025-07-01 00:02:02,3742.84,GBP,0,1,1,7,6.67,1,1,1787.57,1637.15,1.19,Liverpool,0,0,Normal,Common transition
2025-07-01 04:43:53,user1027,transfer,€61.11,Glasgow,glasgow,Nokia 3310,,2025-07-01 04:43:53,61.11,EUR,4,1,1,7,4.7,1,1,1796.04,1637.66,-1.06,Manchester ,0,0,Normal,Common transition
2025-07-01 10:32:55,user1027,purchase,3416.68,Manchester,manchester,Huawei P30,,2025-07-01 10:32:55,3416.68,UNKNOWN,10,1,1,7,5.82,1,1,1787.57,1641.99,0.99,Glasgow,0,0,Normal,Common transition
2025-07-01 18:50:57,user1027,refund,4496.66,London,london,Samsung Galaxy S10,,2025-07-01 18:50:57,4496.66,UNKNOWN,18,1,1,7,8.3,1,1,1796.04,1639.23,1.65,Manchester,0,0,Normal,Common transition
2025-07-01 19:48:28,user1027,purchase,01,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-01 19:48:28,1.0,UNKNOWN,19,1,1,7,0.96,1,1,1804.52,1649.52,-1.09,London,0,0,Normal,Common transition
2025-07-01 20:24:04 ,user1027,top-up,£3772.15,Glasgow ,glasgow,iPhone 13,,2025-07-01 20:24:04,3772.15,GBP,20,1,1,7,0.59,1,1,1796.04,1654.57,1.19,Leeds,0,0,Normal,Common transition
2025-07-02 01:14:42,user1027,refund,02,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-02 01:14:42,2.0,UNKNOWN,1,2,2,7,4.84,1,1,1804.52,1655.03,-1.09,Glasgow ,0,0,Normal,Common transition
2025-07-02 05:20:20,user1027,purchase,02,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-02 05:20:20,2.0,UNKNOWN,5,2,2,7,4.09,0,0,1796.04,1659.84,-1.08,Leeds,0,0,Normal,Common transition
2025-07-02 12:35:31 ,user1027,deposit,€3341.91,Birmingham ,birmingham,Nokia 3310,,2025-07-02 12:35:31,3341.91,EUR,12,2,2,7,7.25,1,1,1787.57,1664.28,0.93,Leeds,0,0,Normal,Common transition
2025-07-02 14:25:39,user1027,withdrawal,1215.25,Liverpool,liverpool,Samsung Galaxy S10,,2025-07-02 14:25:39,1215.25,UNKNOWN,14,2,2,7,1.84,1,1,1796.04,1660.96,-0.35,Birmingham ,0,0,Normal,Common transition
2025-07-03 11:23:02,user1027,cashout,€1340.88,Leeds,leeds,Pixel 6,,2025-07-03 11:23:02,1340.88,EUR,11,3,3,7,20.96,1,1,1787.57,1654.74,-0.27,Liverpool,0,0,Normal,Common transition
2025-07-03 19:49:47,user1027,debit,982.3,Leeds,leeds,Samsung Galaxy S10,,2025-07-03 19:49:47,982.3,UNKNOWN,19,3,3,7,8.45,1,0,1754.57,1648.0,-0.47,Leeds,0,0,Normal,Common transition
2025-07-03 21:14:55,user1027,deposit,£978.23,Leeds,leeds,Xiaomi Mi 11,,2025-07-03 21:14:55,978.23,GBP,21,3,3,7,1.42,1,0,1721.58,1643.21,-0.45,Leeds,0,0,Normal,Common transition
2025-07-03 22:28:13,user1027,debit,$2887.53,Liverpool,liverpool,Pixel 6,,2025-07-03 22:28:13,2887.53,USD,22,3,3,7,1.22,1,1,1706.3,1638.45,0.72,Leeds,0,0,Normal,Common transition
2025-07-04 15:06:16,user1027,purchase,04,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-04 15:06:16,4.0,UNKNOWN,15,4,4,7,16.63,1,1,1721.58,1632.76,-1.05,Liverpool,0,0,Normal,Common transition
2025-07-04 18:58:50,user1027,cashout,04,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-04 18:58:50,4.0,UNKNOWN,18,4,4,7,3.88,0,0,1706.3,1636.8,-1.04,Leeds,0,0,Normal,Common transition
2025-07-05 00:31:20,user1027,withdrawal,€2549.81,London,london,Huawei P30,,2025-07-05 00:31:20,2549.81,EUR,0,5,5,7,5.54,1,1,1691.02,1640.54,0.52,Leeds,0,0,Normal,Common transition
2025-07-05 07:14:57 ,user1027,cashout,£1746.38,Cardiff ,cardiff,Samsung Galaxy S10,,2025-07-05 07:14:57,1746.38,GBP,7,5,5,7,6.73,1,1,1706.3,1633.75,0.02,London,0,0,Normal,Common transition
2025-07-05 11:35:24,user1027,withdrawal,£2175.48,Glasgow,glasgow,Huawei P30,,2025-07-05 11:35:24,2175.48,GBP,11,5,5,7,4.34,1,1,1721.58,1626.34,0.28,Cardiff ,0,0,Normal,Common transition
2025-07-05 12:28:40,user1027,transfer,05,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-05 12:28:40,5.0,UNKNOWN,12,5,5,7,0.89,1,1,1733.98,1618.96,-1.07,Glasgow,0,0,Normal,Common transition
2025-07-05 13:51:40,user1027,debit,05,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-05 13:51:40,5.0,UNKNOWN,13,5,5,7,1.38,0,0,1721.58,1622.6,-1.06,Leeds,0,0,Normal,Common transition
2025-07-05 18:17:45,user1027,deposit,504.45,London,london,Samsung Galaxy S10,,2025-07-05 18:17:45,504.45,UNKNOWN,18,5,5,7,4.43,1,1,1706.3,1625.97,-0.74,Leeds,0,0,Normal,Common transition
2025-07-06 02:59:50,user1027,purchase,2373.64,Cardiff,cardiff,None,,2025-07-06 02:59:50,2373.64,UNKNOWN,2,6,6,7,8.7,1,1,1691.02,1624.46,0.42,London,0,0,Normal,Common transition
2025-07-06 04:39:46 ,user1027,debit,€1740.33,London ,london,Pixel 6,,2025-07-06 04:39:46,1740.33,EUR,4,6,6,7,1.67,1,1,1706.3,1617.76,0.02,Cardiff,0,0,Normal,Common transition
2025-07-06 04:40:34,user1027,cashout,3918.84,None,none,Samsung Galaxy S10,,2025-07-06 04:40:34,3918.84,UNKNOWN,4,6,6,7,0.01,1,1,1721.58,1610.76,1.36,London ,0,0,Normal,Common transition
2025-07-06 12:05:44,user1027,purchase,€1722.95,None,none,Pixel 6,,2025-07-06 12:05:44,1722.95,EUR,12,6,6,7,7.42,1,0,1730.96,1614.16,-0.0,None,0,0,Normal,Common transition
2025-07-06 12:57:21,user1027,purchase,$4123.96,Liverpool,liverpool,iPhone 13,,2025-07-06 12:57:21,4123.96,USD,12,6,6,7,0.86,1,1,1722.95,1607.34,1.49,None,0,0,Normal,Common transition
2025-07-06 23:51:50 ,user1027,deposit,€4719.65,Cardiff ,cardiff,Nokia 3310,,2025-07-06 23:51:50,4719.65,EUR,23,6,6,7,10.91,1,1,1731.64,1612.78,1.85,Liverpool,0,0,Normal,Common transition
2025-07-07 13:34:07,user1027,debit,07,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-07 13:34:07,7.0,UNKNOWN,13,0,7,7,13.7,1,1,1740.33,1625.45,-1.07,Cardiff ,0,0,Normal,Common transition
2025-07-07 15:09:41 ,user1027,deposit,£1945.58,Liverpool ,liverpool,Nokia 3310,,2025-07-07 15:09:41,1945.58,GBP,15,0,7,7,1.59,1,1,1731.64,1628.83,0.13,Leeds,0,0,Normal,Common transition
2025-07-08 00:33:10,user1027,deposit,$1745.34,None,none,iPhone 13,,2025-07-08 00:33:10,1745.34,USD,0,1,8,7,9.39,1,1,1740.33,1622.03,0.0,Liverpool ,0,0,Normal,Common transition
2025-07-08 06:54:03,user1027,top-up,839.48,Liverpool,liverpool,Samsung Galaxy S10,,2025-07-08 06:54:03,839.48,UNKNOWN,6,1,8,7,6.35,1,1,1742.84,1615.46,-0.56,None,0,0,Normal,Common transition
2025-07-08 08:02:41,user1027,top-up,3497.65,None,none,Samsung Galaxy S10,,2025-07-08 08:02:41,3497.65,UNKNOWN,8,1,8,7,1.14,0,1,1740.33,1612.14,1.09,Liverpool,0,0,Normal,Common transition
2025-07-08 15:33:50,user1027,transfer,501.48,Glasgow,glasgow,iPhone 13,,2025-07-08 15:33:50,501.48,UNKNOWN,15,1,8,7,7.52,1,1,1742.84,1611.38,-0.77,None,0,0,Normal,Common transition
2025-07-09 08:56:21 ,user1027,debit,€700.19,Leeds ,leeds,Xiaomi Mi 11,,2025-07-09 08:56:21,700.19,EUR,8,2,9,7,17.38,1,1,1740.33,1610.37,-0.65,Glasgow,0,0,Normal,Common transition
2025-07-09 15:55:21,user1027,refund,4477.0,None,none,iPhone 13,,2025-07-09 15:55:21,4477.0,UNKNOWN,15,2,9,7,6.98,1,1,1731.64,1607.93,1.71,Leeds ,0,0,Normal,Common transition
2025-07-09 15:56:14,user1027,top-up,€4053.64,None,none,Huawei P30,,2025-07-09 15:56:14,4053.64,EUR,15,2,9,7,0.01,1,0,1740.33,1616.97,1.43,None,0,0,Normal,Common transition
2025-07-09 23:05:29,user1027,refund,3485.89,Liverpool,liverpool,Samsung Galaxy S10,,2025-07-09 23:05:29,3485.89,UNKNOWN,23,2,9,7,7.15,1,1,1742.84,1620.93,1.08,None,0,0,Normal,Common transition
2025-07-10 01:02:55,user1027,refund,$3485.96,London,london,Huawei P30,,2025-07-10 01:02:55,3485.96,USD,1,3,10,7,1.96,1,1,1745.34,1619.87,1.07,Liverpool,0,0,Normal,Common transition
2025-07-10 06:18:26,user1027,refund,10,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-10 06:18:26,10.0,UNKNOWN,6,3,10,7,5.26,1,1,1745.86,1618.74,-1.07,London,0,0,Normal,Common transition
2025-07-11 06:03:13,user1027,purchase,11,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-11 06:03:13,11.0,UNKNOWN,6,4,11,7,23.75,0,0,1745.34,1622.08,-1.07,Leeds,0,0,Normal,Common transition
2025-07-11 13:23:12,user1027,deposit,£3238.9,None,none,Pixel 6,,2025-07-11 13:23:12,3238.9,GBP,13,4,11,7,7.33,1,1,1742.84,1625.21,0.92,Leeds,0,0,Normal,Common transition
2025-07-11 17:22:08,user1027,purchase,$3935.52,Birmingham,birmingham,Pixel 6,,2025-07-11 17:22:08,3935.52,USD,17,4,11,7,3.98,0,1,1745.34,1622.64,1.35,None,0,0,Normal,Common transition
2025-07-11 19:32:01,user1027,purchase,1903.27,London,london,Huawei P30,,2025-07-11 19:32:01,1903.27,UNKNOWN,19,4,11,7,2.16,1,1,1745.86,1625.12,0.1,Birmingham,0,0,Normal,Common transition
2025-07-12 06:06:28,user1027,cashout,$307.86,Manchester,manchester,Xiaomi Mi 11,,2025-07-12 06:06:28,307.86,USD,6,5,12,7,10.57,1,1,1746.38,1619.08,-0.89,London,0,0,Normal,Common transition
2025-07-12 15:11:09 ,user1027,deposit,€2353.21,Manchester ,manchester,Xiaomi Mi 11,,2025-07-12 15:11:09,2353.21,EUR,15,5,12,7,9.08,0,1,1745.86,1619.71,0.37,Manchester,0,0,Normal,Common transition
2025-07-13 14:32:27 ,user1027,transfer,$3289.56,None ,none,iPhone 13,,2025-07-13 14:32:27,3289.56,USD,14,6,13,7,23.36,1,1,1746.38,1614.02,0.96,Manchester ,0,0,Normal,Common transition
2025-07-13 23:30:08,user1027,cashout,774.57,London,london,None,,2025-07-13 23:30:08,774.57,UNKNOWN,23,6,13,7,8.96,1,1,1766.98,1611.82,-0.62,None ,0,0,Normal,Common transition
2025-07-14 03:15:10,user1027,withdrawal,14,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-14 03:15:10,14.0,UNKNOWN,3,0,14,7,3.75,1,1,1746.38,1609.42,-1.08,London,0,0,Normal,Common transition
2025-07-14 04:05:51,user1027,debit,566.8,Glasgow,glasgow,Samsung Galaxy S10,,2025-07-14 04:05:51,566.8,UNKNOWN,4,0,14,7,0.84,1,1,1745.86,1612.44,-0.73,Leeds,0,0,Normal,Common transition
2025-07-14 04:31:16 ,user1027,deposit,$3791.07,Cardiff ,cardiff,Samsung Galaxy S10,,2025-07-14 04:31:16,3791.07,USD,4,0,14,7,0.42,0,1,1745.34,1611.16,1.27,Glasgow,0,0,Normal,Common transition
2025-07-14 10:37:52 ,user1027,transfer,$3200.04,Glasgow ,glasgow,Pixel 6,,2025-07-14 10:37:52,3200.04,USD,10,0,14,7,6.11,1,1,1745.86,1612.59,0.9,Cardiff ,0,0,Normal,Common transition
2025-07-16 06:04:24,user1027,debit,1100.16,Manchester,manchester,iPhone 13,,2025-07-16 06:04:24,1100.16,UNKNOWN,6,2,16,7,43.44,1,1,1746.38,1610.05,-0.4,Glasgow ,0,0,Normal,Common transition
2025-07-16 06:40:09,user1027,purchase,€3792.15,Glasgow,glasgow,Nokia 3310,,2025-07-16 06:40:09,3792.15,EUR,6,2,16,7,0.6,1,1,1745.86,1606.18,1.27,Manchester,0,0,Normal,Common transition
2025-07-16 14:01:51,user1027,purchase,€13.6,Leeds,leeds,Samsung Galaxy S10,,2025-07-16 14:01:51,13.6,EUR,14,2,16,7,7.36,1,1,1746.38,1607.52,-1.08,Glasgow,0,0,Normal,Common transition
2025-07-16 22:00:27,user1027,withdrawal,2692.55,None,none,Pixel 6,,2025-07-16 22:00:27,2692.55,UNKNOWN,22,2,16,7,7.98,1,1,1745.86,1610.46,0.59,Leeds,0,0,Normal,Common transition
2025-07-17 06:53:02,user1027,top-up,$1943.08,Birmingham,birmingham,Nokia 3310,,2025-07-17 06:53:02,1943.08,USD,6,3,17,7,8.88,1,1,1746.38,1605.97,0.12,None,0,0,Normal,Common transition
2025-07-17 18:23:33,user1027,cashout,£400.41,Liverpool,liverpool,Xiaomi Mi 11,,2025-07-17 18:23:33,400.41,GBP,18,3,17,7,11.51,1,1,1766.98,1600.5,-0.85,Birmingham,0,0,Normal,Common transition
2025-07-17 21:05:02 ,user1027,cashout,£4761.87,Leeds ,leeds,None,,2025-07-17 21:05:02,4761.87,GBP,21,3,17,7,2.69,1,1,1746.38,1600.46,1.88,Liverpool,0,0,Normal,Common transition
2025-07-18 08:31:13,user1027,top-up,18,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-18 08:31:13,18.0,UNKNOWN,8,4,18,7,11.44,1,1,1766.98,1611.06,-1.09,Leeds ,0,0,Normal,Common transition
2025-07-18 22:45:00,user1027,debit,3292.8,Birmingham,birmingham,Xiaomi Mi 11,,2025-07-18 22:45:00,3292.8,UNKNOWN,22,4,18,7,14.23,0,1,1746.38,1613.83,0.96,Leeds,0,0,Normal,Common transition
2025-07-18 22:53:35,user1027,withdrawal,€498.2,Cardiff,cardiff,Samsung Galaxy S10,,2025-07-18 22:53:35,498.2,EUR,22,4,18,7,0.14,1,1,1766.98,1611.92,-0.79,Birmingham,0,0,Normal,Common transition
2025-07-19 02:54:22 ,user1027,refund,£3024.74,Manchester ,manchester,iPhone 13,,2025-07-19 02:54:22,3024.74,GBP,2,5,19,7,4.01,1,1,1746.38,1611.21,0.79,Cardiff,0,0,Normal,Common transition
2025-07-20 00:52:36,user1027,cashout,20,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-20 00:52:36,20.0,UNKNOWN,0,6,20,7,21.97,1,1,1766.98,1608.08,-1.09,Manchester ,0,0,Normal,Common transition
2025-07-20 12:50:11,user1027,top-up,€4219.33,Leeds,leeds,Xiaomi Mi 11,,2025-07-20 12:50:11,4219.33,EUR,12,6,20,7,11.96,0,0,1746.38,1610.73,1.54,Leeds,0,0,Normal,Common transition
2025-07-21 04:43:44,user1027,transfer,€2570.85,London,london,Samsung Galaxy S10,,2025-07-21 04:43:44,2570.85,EUR,4,0,21,7,15.89,1,1,1766.98,1615.43,0.5,Leeds,0,0,Normal,Common transition
2025-07-21 07:50:41 ,user1027,debit,€3743.85,Glasgow ,glasgow,Samsung Galaxy S10,,2025-07-21 07:50:41,3743.85,EUR,7,0,21,7,3.12,0,1,1787.57,1610.89,1.21,London,0,0,Normal,Common transition
2025-07-21 10:29:39,user1027,withdrawal,£4534.77,Birmingham,birmingham,iPhone 13,,2025-07-21 10:29:39,4534.77,GBP,10,0,21,7,2.65,1,1,1796.04,1611.69,1.7,Glasgow ,0,0,Normal,Common transition
2025-07-21 17:17:31,user1027,cashout,21,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-21 17:17:31,21.0,UNKNOWN,17,0,21,7,6.8,1,1,1804.52,1618.95,-1.1,Birmingham,0,0,Normal,Common transition
2025-07-21 17:18:34 ,user1027,cashout,£3156.53,London ,london,None,,2025-07-21 17:18:34,3156.53,GBP,17,0,21,7,0.02,1,1,1796.04,1621.66,0.84,Leeds,0,0,Normal,Common transition
2025-07-22 20:04:47,user1027,deposit,22,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-22 20:04:47,22.0,UNKNOWN,20,1,22,7,26.77,1,1,1804.52,1619.07,-1.1,London ,0,0,Normal,Common transition
2025-07-22 20:56:21 ,user1027,purchase,$1403.17,Manchester ,manchester,Huawei P30,,2025-07-22 20:56:21,1403.17,USD,20,1,22,7,0.86,1,1,1796.04,1621.7,-0.24,Leeds,0,0,Normal,Common transition
2025-07-23 23:21:30 ,user1027,deposit,$3532.32,None ,none,Xiaomi Mi 11,,2025-07-23 23:21:30,3532.32,USD,23,2,23,7,26.42,1,1,1787.57,1617.4,1.08,Manchester ,0,0,Normal,Common transition
2025-07-24 11:57:20,user1027,refund,1028.73,Manchester,manchester,Huawei P30,,2025-07-24 11:57:20,1028.73,UNKNOWN,11,3,24,7,12.6,1,1,1796.04,1616.8,-0.47,None ,0,0,Normal,Common transition
2025-07-24 20:04:07,user1027,refund,24,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-24 20:04:07,24.0,UNKNOWN,20,3,24,7,8.11,1,1,1787.57,1613.71,-1.09,Manchester,0,0,Normal,Common transition
2025-07-25 08:03:07,user1027,top-up,25,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-07-25 08:03:07,25.0,UNKNOWN,8,4,25,7,11.98,0,0,1766.98,1616.21,-1.08,Leeds,0,0,Normal,Common transition
2025-07-25 12:59:15,user1027,deposit,1345.12,Birmingham,birmingham,Pixel 6,,2025-07-25 12:59:15,1345.12,UNKNOWN,12,4,25,7,4.94,1,1,1746.38,1618.58,-0.25,Leeds,0,0,Normal,Common transition
2025-07-25 13:06:25 ,user1027,cashout,€2020.16,Manchester ,manchester,None,,2025-07-25 13:06:25,2020.16,EUR,13,4,25,7,0.12,1,1,1745.86,1614.5,0.17,Birmingham,0,0,Normal,Common transition
2025-07-26 05:32:00,user1027,purchase,5.89,Leeds,leeds,None,,2025-07-26 05:32:00,5.89,UNKNOWN,5,5,26,7,16.43,0,1,1746.38,1609.69,-1.08,Manchester ,0,0,Normal,Common transition
2025-07-26 14:47:20,user1027,deposit,1340.98,Manchester,manchester,Nokia 3310,,2025-07-26 14:47:20,1340.98,UNKNOWN,14,5,26,7,9.26,1,1,1745.86,1612.09,-0.25,Leeds,0,0,Normal,Common transition
2025-07-27 03:35:59,user1027,deposit,£2288.25,Leeds,leeds,Nokia 3310,,2025-07-27 03:35:59,2288.25,GBP,3,6,27,7,12.81,0,1,1745.34,1608.08,0.34,Manchester,0,0,Normal,Common transition
2025-07-27 06:26:07,user1027,transfer,2536.08,Glasgow,glasgow,Samsung Galaxy S10,,2025-07-27 06:26:07,2536.08,UNKNOWN,6,6,27,7,2.84,1,1,1745.86,1603.55,0.49,Leeds,0,0,Normal,Common transition
2025-07-28 02:35:24,user1027,cashout,€2962.76,Manchester,manchester,None,,2025-07-28 02:35:24,2962.76,EUR,2,0,28,7,20.15,1,1,1746.38,1599.45,0.76,Glasgow,0,0,Normal,Common transition
2025-07-28 12:44:23,user1027,purchase,€4615.52,Glasgow,glasgow,Xiaomi Mi 11,,2025-07-28 12:44:23,4615.52,EUR,12,0,28,7,10.15,1,1,1766.98,1596.58,1.78,Manchester,0,0,Normal,Common transition
2025-07-29 22:16:06,user1027,cashout,€4924.21,None,none,Huawei P30,,2025-07-29 22:16:06,4924.21,EUR,22,1,29,7,33.53,1,1,1787.57,1604.38,1.96,Glasgow,0,0,Normal,Common transition
2025-07-30 08:18:09 ,user1027,transfer,£4337.39,Leeds ,leeds,iPhone 13,,2025-07-30 08:18:09,4337.39,GBP,8,2,30,7,10.03,1,1,1796.04,1614.93,1.57,None,0,0,Normal,Common transition
