timestamp,user,type,amount,location,location_norm,device,fields_found,amount_value,anomaly_score,anomaly_label,anomaly_status,explanation
2025-07-09 18:02:24 ,user1054,transfer,€4255.64,Liverpool ,liverpool,Nokia 3310,,4255.64,0.71,0,Normal,Normal pattern
2025-06-16 00:20:31 ,user1086,deposit,$2877.75,Liverpool ,liverpool,Pixel 6,,2877.75,0.97,0,Normal,Normal pattern
2025-06-14 18:20:41,user1014,top-up,2446.41,Birmingham,birmingham,None,,2446.41,0.47,0,Normal,Normal pattern
2025-07-01 04:22:21,user1071,cashout,$1096.14,Leeds,leeds,Pixel 6,,1096.14,0.52,0,Normal,Normal pattern
2025-06-10 22:03:45 ,user1068,debit,€779.35,Glasgow ,glasgow,Pixel 6,,779.35,1.06,0,Normal,Normal pattern
2025-07-31 01:48:14,user1033,deposit,2476.52,Cardiff,cardiff,Samsung Galaxy S10,,2476.52,0.62,0,Normal,Normal pattern
2025-07-05 04:36:56 ,user1012,purchase,£2710.29,Glasgow ,glasgow,iPhone 13,,2710.29,0.73,0,Normal,Normal pattern
2025-07-18 02:35:57,user1017,refund,£606.26,Manchester,manchester,iPhone 13,,606.26,0.61,0,Normal,Normal pattern
2025-07-07 17:24:27,user1051,deposit,$2110.17,Leeds,leeds,iPhone 13,,2110.17,0.63,0,Normal,Normal pattern
2025-07-18 02:03:05,user1032,withdrawal,3395.91,None,none,Huawei P30,,3395.91,0.53,0,Normal,Normal pattern
2025-06-17 07:30:37,user1017,refund,3503.46,Manchester,manchester,Xiaomi Mi 11,,3503.46,0.61,0,Normal,Normal pattern
2025-07-11 00:12:46,user1014,debit,$4973.2,London,london,Xiaomi Mi 11,,4973.2,0.55,0,Normal,Normal pattern
2025-07-25 14:46:12,user1040,refund,£2719.13,Glasgow,glasgow,Pixel 6,,2719.13,0.62,0,Normal,Normal pattern
2025-07-24 07:06:51,user1034,cashout,3745.51,None,none,iPhone 13,,3745.51,0.65,0,Normal,Normal pattern
2025-07-01 04:13:46,user1035,debit,01,nan,,nan,"['timestamp', 'user', 'type', 'amount']",1.0,0.09,0,Normal,Normal pattern
2025-06-03 01:07:46,user1080,withdrawal,03,nan,,nan,"['timestamp', 'user', 'type', 'amount']",3.0,0.11,0,Normal,Normal pattern
2025-07-10 01:02:55,user1027,refund,$3485.96,London,london,Huawei P30,,3485.96,0.5,0,Normal,Normal pattern
2025-07-17 22:03:42,user1020,debit,17,nan,,nan,"['timestamp', 'user', 'type', 'amount']",17.0,0.09,0,Normal,Normal pattern
2025-06-17 23:18:44,user1086,refund,17,nan,,nan,"['timestamp', 'user', 'type', 'amount']",17.0,0.08,0,Normal,Normal pattern
2025-07-04 15:06:16,user1027,purchase,04,nan,,nan,"['timestamp', 'user', 'type', 'amount']",4.0,0.07,0,Normal,Normal pattern
2025-07-20 21:26:40,user1015,debit,20,nan,,nan,"['timestamp', 'user', 'type', 'amount']",20.0,0.09,0,Normal,Normal pattern
2025-06-18 05:05:45 ,user1055,top-up,£3174.53,Leeds ,leeds,Xiaomi Mi 11,,3174.53,0.83,0,Normal,Normal pattern
2025-07-25 14:59:07,user1084,cashout,$2786.85,Manchester,manchester,iPhone 13,,2786.85,0.73,0,Normal,Normal pattern
2025-07-04 05:04:57,user1024,top-up,€2373.65,Glasgow,glasgow,Samsung Galaxy S10,,2373.65,0.69,0,Normal,Normal pattern
2025-07-27 11:54:35,user1021,refund,2389.92,Liverpool,liverpool,None,,2389.92,0.44,0,Normal,Normal pattern
2025-06-20 18:08:50,user1069,withdrawal,1162.01,Cardiff,cardiff,Samsung Galaxy S10,,1162.01,0.66,0,Normal,Normal pattern
2025-07-11 22:16:39,user1003,top-up,£300.91,Manchester,manchester,None,,300.91,0.54,0,Normal,Normal pattern
2025-06-24 07:48:35,user1005,purchase,$3320.52,None,none,Samsung Galaxy S10,,3320.52,0.63,0,Normal,Normal pattern
2025-06-27 09:49:32,user1097,cashout,27,nan,,nan,"['timestamp', 'user', 'type', 'amount']",27.0,0.07,0,Normal,Normal pattern
2025-06-14 23:01:54,user1017,transfer,£4306.07,None,none,None,,4306.07,0.72,0,Normal,Normal pattern
2025-07-23 00:39:31,user1065,transfer,$1236.09,Birmingham,birmingham,Samsung Galaxy S10,,1236.09,0.6,0,Normal,Normal pattern
2025-07-22 00:32:48,user1088,withdrawal,3762.1,Birmingham,birmingham,Nokia 3310,,3762.1,0.46,0,Normal,Normal pattern
2025-06-17 19:19:24 ,user1017,purchase,$3358.61,Leeds ,leeds,Xiaomi Mi 11,,3358.61,0.89,0,Normal,Normal pattern
2025-06-07 23:14:55,user1081,transfer,07,nan,,nan,"['timestamp', 'user', 'type', 'amount']",7.0,0.07,0,Normal,Normal pattern
2025-06-30 23:36:27 ,user1070,refund,£2486.17,Leeds ,leeds,None,,2486.17,0.88,0,Normal,Normal pattern
2025-06-15 11:05:18 ,user1028,deposit,€2808.87,Liverpool ,liverpool,Nokia 3310,,2808.87,0.77,0,Normal,Normal pattern
2025-06-23 10:28:22,user1095,deposit,$1258.71,Cardiff,cardiff,Nokia 3310,,1258.71,0.49,0,Normal,Normal pattern
2025-07-09 13:14:04 ,user1020,purchase,$1565.95,Glasgow ,glasgow,None,,1565.95,0.82,0,Normal,Normal pattern
2025-06-05 06:20:11,user1089,refund,$960.04,Leeds,leeds,Huawei P30,,960.04,0.44,0,Normal,Normal pattern
2025-06-13 11:35:11,user1087,cashout,£3348.75,Liverpool,liverpool,Nokia 3310,,3348.75,0.66,0,Normal,Normal pattern
2025-06-13 20:56:14 ,user1006,transfer,€586.94,Cardiff ,cardiff,Pixel 6,,586.94,1.01,0,Normal,Normal pattern
2025-06-29 17:24:54 ,user1077,top-up,€916.21,None ,none,Huawei P30,,916.21,0.85,0,Normal,Normal pattern
2025-06-09 05:03:42,user1059,debit,3585.49,None,none,None,,3585.49,0.59,0,Normal,Normal pattern
2025-06-08 19:10:05 ,user1014,refund,$2556.08,Glasgow ,glasgow,Huawei P30,,2556.08,0.96,0,Normal,Normal pattern
2025-06-20 11:32:09,user1098,debit,2976.76,Leeds,leeds,Xiaomi Mi 11,,2976.76,0.62,0,Normal,Normal pattern
2025-07-15 15:30:32,user1053,transfer,$906.34,London,london,iPhone 13,,906.34,0.65,0,Normal,Normal pattern
2025-06-11 03:25:27,user1084,deposit,$2742.91,Liverpool,liverpool,Nokia 3310,,2742.91,0.69,0,Normal,Normal pattern
2025-07-28 05:52:03,user1038,cashout,€1025.26,London,london,iPhone 13,,1025.26,0.73,0,Normal,Normal pattern
2025-07-24 00:03:35,user1026,refund,£1421.66,Glasgow,glasgow,Samsung Galaxy S10,,1421.66,0.51,0,Normal,Normal pattern
2025-07-12 02:02:03,user1046,top-up,4204.0,London,london,None,,4204.0,0.54,0,Normal,Normal pattern
2025-06-21 04:25:15 ,user1019,purchase,$860.04,Glasgow ,glasgow,None,,860.04,0.82,0,Normal,Normal pattern
2025-06-25 22:32:17 ,user1008,transfer,£4459.53,Cardiff ,cardiff,iPhone 13,,4459.53,1.1,0,Normal,Normal pattern
2025-06-24 10:42:46 ,user1070,refund,€2176.53,Leeds ,leeds,Xiaomi Mi 11,,2176.53,0.99,0,Normal,Normal pattern
2025-06-19 11:25:48,user1048,deposit,19,nan,,nan,"['timestamp', 'user', 'type', 'amount']",19.0,0.13,0,Normal,Normal pattern
2025-07-19 11:56:31,user1080,cashout,$4253.08,London,london,None,,4253.08,0.5,0,Normal,Normal pattern
2025-06-12 19:06:15 ,user1077,debit,€2183.81,Birmingham ,birmingham,Huawei P30,,2183.81,1.02,0,Normal,Normal pattern
2025-06-05 18:23:48,user1058,cashout,05,nan,,nan,"['timestamp', 'user', 'type', 'amount']",5.0,0.07,0,Normal,Normal pattern
2025-07-04 03:40:31,user1000,deposit,3005.17,Leeds,leeds,Samsung Galaxy S10,,3005.17,0.68,0,Normal,Normal pattern
2025-06-29 17:12:00,user1033,purchase,$1571.74,Cardiff,cardiff,Samsung Galaxy S10,,1571.74,0.62,0,Normal,Normal pattern
2025-07-09 15:39:09 ,user1048,cashout,$3002.58,London ,london,Pixel 6,,3002.58,1.04,0,Normal,Normal pattern
2025-06-12 07:57:42,user1087,deposit,2261.78,Leeds,leeds,None,,2261.78,0.6,0,Normal,Normal pattern
2025-06-30 07:02:34,user1009,cashout,$103.45,None,none,Xiaomi Mi 11,,103.45,0.41,0,Normal,Normal pattern
2025-07-22 06:08:19 ,user1043,transfer,€1096.46,Glasgow ,glasgow,Nokia 3310,,1096.46,1.08,0,Normal,Normal pattern
2025-07-27 11:46:31,user1093,top-up,27,nan,,nan,"['timestamp', 'user', 'type', 'amount']",27.0,0.1,0,Normal,Normal pattern
2025-07-24 06:22:54,user1003,withdrawal,24,nan,,nan,"['timestamp', 'user', 'type', 'amount']",24.0,0.11,0,Normal,Normal pattern
2025-06-06 14:04:14,user1010,transfer,4292.64,Liverpool,liverpool,Samsung Galaxy S10,,4292.64,0.46,0,Normal,Normal pattern
2025-07-26 04:41:04 ,user1035,transfer,£2603.02,Manchester ,manchester,None,,2603.02,0.77,0,Normal,Normal pattern
2025-07-01 23:41:46 ,user1011,transfer,$1441.93,Leeds ,leeds,Samsung Galaxy S10,,1441.93,0.89,0,Normal,Normal pattern
2025-06-06 08:41:09,user1035,purchase,£3013.57,Manchester,manchester,Nokia 3310,,3013.57,0.65,0,Normal,Normal pattern
2025-06-05 04:57:55,user1090,transfer,05,nan,,nan,"['timestamp', 'user', 'type', 'amount']",5.0,0.07,0,Normal,Normal pattern
2025-07-22 21:44:12,user1054,transfer,22,nan,,nan,"['timestamp', 'user', 'type', 'amount']",22.0,0.07,0,Normal,Normal pattern
2025-07-07 17:51:39,user1047,refund,07,nan,,nan,"['timestamp', 'user', 'type', 'amount']",7.0,0.08,0,Normal,Normal pattern
2025-06-26 21:33:53,user1019,withdrawal,2345.87,Glasgow,glasgow,Nokia 3310,,2345.87,0.58,0,Normal,Normal pattern
2025-06-01 20:21:10,user1011,refund,$2312.56,Liverpool,liverpool,Pixel 6,,2312.56,0.62,0,Normal,Normal pattern
2025-06-14 13:14:38,user1092,purchase,811.27,London,london,iPhone 13,,811.27,0.57,0,Normal,Normal pattern
2025-07-22 13:02:25,user1035,withdrawal,1436.73,None,none,Pixel 6,,1436.73,0.57,0,Normal,Normal pattern
2025-06-07 23:03:47,user1051,cashout,4444.07,Birmingham,birmingham,Nokia 3310,,4444.07,0.48,0,Normal,Normal pattern
2025-06-13 07:15:10,user1057,withdrawal,€1035.26,Birmingham,birmingham,Nokia 3310,,1035.26,0.46,0,Normal,Normal pattern
2025-06-11 16:07:41,user1069,cashout,1913.48,Birmingham,birmingham,iPhone 13,,1913.48,0.63,0,Normal,Normal pattern
2025-06-22 01:44:03,user1063,purchase,22,nan,,nan,"['timestamp', 'user', 'type', 'amount']",22.0,0.07,0,Normal,Normal pattern
2025-07-25 13:17:50,user1051,transfer,25,nan,,nan,"['timestamp', 'user', 'type', 'amount']",25.0,0.07,0,Normal,Normal pattern
2025-06-17 14:36:02,user1092,debit,1858.46,None,none,Samsung Galaxy S10,,1858.46,0.44,0,Normal,Normal pattern
2025-07-23 12:43:42,user1011,purchase,4738.68,Manchester,manchester,Huawei P30,,4738.68,0.39,0,Normal,Normal pattern
2025-07-25 14:12:38,user1011,top-up,$2325.98,Leeds,leeds,iPhone 13,,2325.98,0.72,0,Normal,Normal pattern
2025-07-28 10:50:21,user1087,debit,203.58,Manchester,manchester,Huawei P30,,203.58,0.32,0,Normal,Normal pattern
2025-07-02 09:08:25,user1012,refund,02,nan,,nan,"['timestamp', 'user', 'type', 'amount']",2.0,0.08,0,Normal,Normal pattern
2025-07-17 04:31:52,user1021,withdrawal,2242.34,None,none,Huawei P30,,2242.34,0.53,0,Normal,Normal pattern
2025-06-02 11:54:46,user1099,withdrawal,3331.93,Manchester,manchester,Samsung Galaxy S10,,3331.93,0.76,0,Normal,Normal pattern
2025-07-19 21:13:58,user1047,debit,19,nan,,nan,"['timestamp', 'user', 'type', 'amount']",19.0,0.09,0,Normal,Normal pattern
2025-06-06 00:09:23 ,user1019,purchase,$466.85,Cardiff ,cardiff,Xiaomi Mi 11,,466.85,0.93,0,Normal,Normal pattern
2025-07-28 05:08:00 ,user1086,withdrawal,£1515.25,Glasgow ,glasgow,Xiaomi Mi 11,,1515.25,1.18,1,Anomaly,Unusual text pattern detected
2025-06-16 21:45:55 ,user1028,transfer,€2135.13,Cardiff ,cardiff,Samsung Galaxy S10,,2135.13,0.9,0,Normal,Normal pattern
2025-06-13 11:19:52,user1004,transfer,$4294.34,None,none,Nokia 3310,,4294.34,0.68,0,Normal,Normal pattern
2025-06-22 15:49:58,user1058,debit,£4575.75,None,none,iPhone 13,,4575.75,0.39,0,Normal,Normal pattern
2025-06-22 16:25:46 ,user1043,refund,£4031.14,Glasgow ,glasgow,Nokia 3310,,4031.14,1.11,0,Normal,Normal pattern
2025-07-01 02:27:58,user1007,debit,1361.67,Cardiff,cardiff,Xiaomi Mi 11,,1361.67,0.67,0,Normal,Normal pattern
2025-06-19 23:31:07,user1011,refund,19,nan,,nan,"['timestamp', 'user', 'type', 'amount']",19.0,0.08,0,Normal,Normal pattern
2025-07-30 17:22:31,user1028,purchase,30,nan,,nan,"['timestamp', 'user', 'type', 'amount']",30.0,0.07,0,Normal,Normal pattern
2025-06-27 11:27:12,user1025,top-up,2063.81,Leeds,leeds,None,,2063.81,0.56,0,Normal,Normal pattern
2025-07-28 08:41:30,user1029,deposit,€1213.23,None,none,Pixel 6,,1213.23,0.61,0,Normal,Normal pattern
2025-06-25 23:33:33,user1020,top-up,4630.7,Leeds,leeds,Xiaomi Mi 11,,4630.7,0.56,0,Normal,Normal pattern
2025-07-21 00:12:32,user1054,cashout,£2366.4,Birmingham,birmingham,Huawei P30,,2366.4,0.6,0,Normal,Normal pattern
2025-07-18 11:55:04 ,user1048,purchase,$2433.11,Leeds ,leeds,None,,2433.11,0.81,0,Normal,Normal pattern
2025-06-18 23:43:44,user1081,cashout,18,nan,,nan,"['timestamp', 'user', 'type', 'amount']",18.0,0.07,0,Normal,Normal pattern
2025-06-02 20:32:55,user1026,transfer,€2990.31,Leeds,leeds,Nokia 3310,,2990.31,0.52,0,Normal,Normal pattern
2025-06-22 13:38:26 ,user1098,debit,€4483.01,Liverpool ,liverpool,iPhone 13,,4483.01,0.92,0,Normal,Normal pattern
2025-06-04 10:38:24,user1091,transfer,164.39,Birmingham,birmingham,Pixel 6,,164.39,0.59,0,Normal,Normal pattern
2025-07-02 14:57:05 ,user1096,deposit,$203.11,Birmingham ,birmingham,iPhone 13,,203.11,0.96,0,Normal,Normal pattern
2025-06-03 13:15:59 ,user1014,deposit,€4940.94,London ,london,Nokia 3310,,4940.94,1.02,0,Normal,Normal pattern
2025-06-11 07:40:52,user1027,cashout,$4121.13,Manchester,manchester,Huawei P30,,4121.13,0.47,0,Normal,Normal pattern
2025-07-12 12:46:24 ,user1076,refund,€787.81,Manchester ,manchester,Xiaomi Mi 11,,787.81,0.96,0,Normal,Normal pattern
2025-07-10 05:10:34,user1051,top-up,4758.57,Cardiff,cardiff,Pixel 6,,4758.57,0.46,0,Normal,Normal pattern
2025-06-25 22:53:40 ,user1087,purchase,$3971.49,Birmingham ,birmingham,Samsung Galaxy S10,,3971.49,0.96,0,Normal,Normal pattern
2025-06-11 03:47:26,user1027,transfer,£3516.47,Manchester,manchester,iPhone 13,,3516.47,0.51,0,Normal,Normal pattern
2025-06-16 21:48:15,user1020,deposit,£4991.13,Liverpool,liverpool,Pixel 6,,4991.13,0.73,0,Normal,Normal pattern
2025-06-13 22:07:15 ,user1007,cashout,€613.97,Cardiff ,cardiff,Pixel 6,,613.97,1.02,0,Normal,Normal pattern
2025-07-02 14:13:56,user1040,withdrawal,$1821.68,Glasgow,glasgow,Huawei P30,,1821.68,0.4,0,Normal,Normal pattern
2025-07-06 04:40:34,user1027,cashout,3918.84,None,none,Samsung Galaxy S10,,3918.84,0.49,0,Normal,Normal pattern
2025-06-29 11:26:15,user1038,cashout,29,nan,,nan,"['timestamp', 'user', 'type', 'amount']",29.0,0.07,0,Normal,Normal pattern
2025-07-24 17:55:23,user1079,cashout,24,nan,,nan,"['timestamp', 'user', 'type', 'amount']",24.0,0.07,0,Normal,Normal pattern
2025-06-16 16:12:05 ,user1070,debit,£4785.36,Liverpool ,liverpool,Xiaomi Mi 11,,4785.36,0.94,0,Normal,Normal pattern
2025-07-14 07:25:36,user1097,withdrawal,3158.06,Birmingham,birmingham,Nokia 3310,,3158.06,0.46,0,Normal,Normal pattern
2025-06-25 03:44:14,user1026,withdrawal,25,nan,,nan,"['timestamp', 'user', 'type', 'amount']",25.0,0.11,0,Normal,Normal pattern
2025-07-09 19:30:29 ,user1045,refund,€2654.81,Glasgow ,glasgow,Xiaomi Mi 11,,2654.81,1.05,0,Normal,Normal pattern
2025-06-23 21:15:31,user1034,refund,2694.42,London,london,Huawei P30,,2694.42,0.5,0,Normal,Normal pattern
2025-07-18 02:23:49,user1035,cashout,2947.01,None,none,Nokia 3310,,2947.01,0.52,0,Normal,Normal pattern
2025-07-28 12:44:23,user1027,purchase,€4615.52,Glasgow,glasgow,Xiaomi Mi 11,,4615.52,0.62,0,Normal,Normal pattern
2025-06-18 04:43:52,user1029,withdrawal,€4083.86,Cardiff,cardiff,Xiaomi Mi 11,,4083.86,0.74,0,Normal,Normal pattern
2025-07-21 20:06:21 ,user1014,purchase,$203.68,Glasgow ,glasgow,Xiaomi Mi 11,,203.68,0.93,0,Normal,Normal pattern
2025-07-20 03:10:23 ,user1064,refund,€3844.74,London ,london,Xiaomi Mi 11,,3844.74,1.07,0,Normal,Normal pattern
2025-07-13 15:59:49,user1095,refund,3898.59,Leeds,leeds,None,,3898.59,0.54,0,Normal,Normal pattern
2025-07-02 02:12:32 ,user1043,purchase,$72.04,Manchester ,manchester,Huawei P30,,72.04,0.89,0,Normal,Normal pattern
2025-07-18 22:53:35,user1027,withdrawal,€498.2,Cardiff,cardiff,Samsung Galaxy S10,,498.2,0.66,0,Normal,Normal pattern
2025-06-16 07:20:49,user1034,refund,16,nan,,nan,"['timestamp', 'user', 'type', 'amount']",16.0,0.08,0,Normal,Normal pattern
2025-06-15 12:32:17 ,user1070,deposit,£382.05,Manchester ,manchester,Nokia 3310,,382.05,0.98,0,Normal,Normal pattern
2025-07-24 19:35:11,user1026,deposit,€2502.81,None,none,None,,2502.81,0.69,0,Normal,Normal pattern
2025-07-31 03:35:37,user1083,refund,31,nan,,nan,"['timestamp', 'user', 'type', 'amount']",31.0,0.08,0,Normal,Normal pattern
2025-07-10 18:38:58,user1020,purchase,$2726.98,London,london,None,,2726.98,0.64,0,Normal,Normal pattern
2025-07-27 19:49:20,user1004,transfer,729.92,Glasgow,glasgow,Xiaomi Mi 11,,729.92,0.59,0,Normal,Normal pattern
2025-07-07 05:08:04,user1020,cashout,£1062.59,None,none,Nokia 3310,,1062.59,0.52,0,Normal,Normal pattern
2025-07-02 17:04:15,user1038,purchase,4172.72,None,none,Xiaomi Mi 11,,4172.72,0.55,0,Normal,Normal pattern
2025-06-30 10:03:04 ,user1001,top-up,£996.37,London ,london,Xiaomi Mi 11,,996.37,1.07,0,Normal,Normal pattern
2025-07-12 05:22:14,user1081,top-up,86.59,Birmingham,birmingham,Pixel 6,,86.59,0.41,0,Normal,Normal pattern
2025-07-07 09:36:33,user1028,withdrawal,$4847.95,Manchester,manchester,Samsung Galaxy S10,,4847.95,0.76,0,Normal,Normal pattern
2025-07-02 03:30:34,user1097,top-up,£599.65,Birmingham,birmingham,Samsung Galaxy S10,,599.65,0.66,0,Normal,Normal pattern
2025-06-03 02:58:30,user1074,cashout,03,nan,,nan,"['timestamp', 'user', 'type', 'amount']",3.0,0.07,0,Normal,Normal pattern
2025-07-07 08:28:12,user1020,refund,4078.65,Cardiff,cardiff,Huawei P30,,4078.65,0.41,0,Normal,Normal pattern
2025-06-20 18:04:58 ,user1027,top-up,$376.48,Cardiff ,cardiff,Xiaomi Mi 11,,376.48,1.09,0,Normal,Normal pattern
2025-06-23 06:12:24,user1028,refund,23,nan,,nan,"['timestamp', 'user', 'type', 'amount']",23.0,0.08,0,Normal,Normal pattern
2025-06-25 10:31:41,user1068,deposit,1813.3,Cardiff,cardiff,Nokia 3310,,1813.3,0.49,0,Normal,Normal pattern
2025-06-09 07:19:39 ,user1081,deposit,£913.91,Manchester ,manchester,Samsung Galaxy S10,,913.91,1.05,0,Normal,Normal pattern
2025-06-06 18:34:50,user1096,refund,4531.69,Cardiff,cardiff,iPhone 13,,4531.69,0.51,0,Normal,Normal pattern
2025-06-04 00:23:46,user1064,withdrawal,1560.15,Manchester,manchester,Pixel 6,,1560.15,0.61,0,Normal,Normal pattern
2025-06-07 00:11:42,user1086,debit,07,nan,,nan,"['timestamp', 'user', 'type', 'amount']",7.0,0.09,0,Normal,Normal pattern
2025-07-27 16:36:17,user1080,purchase,£410.96,Liverpool,liverpool,Pixel 6,,410.96,0.42,0,Normal,Normal pattern
2025-07-18 15:47:31 ,user1070,cashout,€27.43,Cardiff ,cardiff,None,,27.43,0.92,0,Normal,Normal pattern
2025-06-08 05:49:24,user1037,top-up,€681.92,Leeds,leeds,None,,681.92,0.56,0,Normal,Normal pattern
2025-06-13 17:54:59,user1081,deposit,13,nan,,nan,"['timestamp', 'user', 'type', 'amount']",13.0,0.13,0,Normal,Normal pattern
2025-06-16 03:25:14 ,user1096,transfer,€4072.42,Manchester ,manchester,Pixel 6,,4072.42,1.04,0,Normal,Normal pattern
2025-07-17 10:50:37,user1075,withdrawal,£1155.05,London,london,Pixel 6,,1155.05,0.62,0,Normal,Normal pattern
2025-07-20 15:40:41 ,user1014,cashout,£665.68,Cardiff ,cardiff,iPhone 13,,665.68,1.14,0,Normal,Normal pattern
2025-06-12 00:21:01,user1092,purchase,€3586.47,London,london,Xiaomi Mi 11,,3586.47,0.69,0,Normal,Normal pattern
2025-07-25 08:13:44,user1085,purchase,2235.93,Manchester,manchester,Nokia 3310,,2235.93,0.65,0,Normal,Normal pattern
2025-06-28 21:14:49 ,user1020,cashout,€1894.24,Cardiff ,cardiff,Xiaomi Mi 11,,1894.24,0.91,0,Normal,Normal pattern
2025-07-06 06:45:55 ,user1032,transfer,$1034.7,Glasgow ,glasgow,Nokia 3310,,1034.7,1.08,0,Normal,Normal pattern
2025-07-15 08:10:30 ,user1050,debit,$4745.77,London ,london,Huawei P30,,4745.77,1.0,0,Normal,Normal pattern
2025-06-10 14:36:23,user1099,debit,£793.87,None,none,None,,793.87,0.59,0,Normal,Normal pattern
2025-07-24 07:28:45,user1077,cashout,$552.97,Liverpool,liverpool,Huawei P30,,552.97,0.51,0,Normal,Normal pattern
2025-07-10 08:29:10,user1089,refund,$3221.61,Glasgow,glasgow,Pixel 6,,3221.61,0.62,0,Normal,Normal pattern
2025-07-20 00:52:36,user1027,cashout,20,nan,,nan,"['timestamp', 'user', 'type', 'amount']",20.0,0.07,0,Normal,Normal pattern
2025-07-03 00:03:27,user1001,transfer,€550.01,Birmingham,birmingham,None,,550.01,0.52,0,Normal,Normal pattern
2025-06-08 01:51:06,user1037,deposit,1359.79,Cardiff,cardiff,Pixel 6,,1359.79,0.68,0,Normal,Normal pattern
2025-07-13 23:01:09,user1031,deposit,£2836.21,Glasgow,glasgow,Huawei P30,,2836.21,0.65,0,Normal,Normal pattern
2025-07-18 08:56:37 ,user1037,transfer,€3137.97,London ,london,Samsung Galaxy S10,,3137.97,1.19,1,Anomaly,Unusual text pattern detected
2025-07-17 02:43:22,user1020,cashout,17,nan,,nan,"['timestamp', 'user', 'type', 'amount']",17.0,0.07,0,Normal,Normal pattern
2025-07-20 02:09:29,user1083,refund,$3604.68,Cardiff,cardiff,Pixel 6,,3604.68,0.51,0,Normal,Normal pattern
2025-07-22 13:03:10,user1019,purchase,3144.61,Birmingham,birmingham,iPhone 13,,3144.61,0.33,0,Normal,Normal pattern
2025-06-24 07:03:02,user1091,purchase,4451.4,London,london,Nokia 3310,,4451.4,0.65,0,Normal,Normal pattern
2025-07-28 06:15:11 ,user1082,debit,€3794.87,Birmingham ,birmingham,Xiaomi Mi 11,,3794.87,1.07,0,Normal,Normal pattern
2025-06-03 22:50:58,user1099,withdrawal,3448.96,Liverpool,liverpool,Samsung Galaxy S10,,3448.96,0.84,0,Normal,Normal pattern
2025-06-17 14:19:10,user1029,transfer,£1104.44,Glasgow,glasgow,Huawei P30,,1104.44,0.41,0,Normal,Normal pattern
2025-07-22 19:50:53,user1013,refund,€59.48,Leeds,leeds,iPhone 13,,59.48,0.64,0,Normal,Normal pattern
2025-07-08 05:42:15,user1001,debit,£4465.62,Birmingham,birmingham,Samsung Galaxy S10,,4465.62,0.53,0,Normal,Normal pattern
2025-07-21 02:50:00 ,user1093,cashout,£4437.45,Manchester ,manchester,None,,4437.45,0.74,0,Normal,Normal pattern
2025-06-13 17:12:15,user1028,transfer,£135.47,London,london,Pixel 6,,135.47,0.52,0,Normal,Normal pattern
2025-06-06 23:21:07,user1012,transfer,06,nan,,nan,"['timestamp', 'user', 'type', 'amount']",6.0,0.07,0,Normal,Normal pattern
2025-06-15 14:24:17,user1068,transfer,€158.42,Glasgow,glasgow,Huawei P30,,158.42,0.41,0,Normal,Normal pattern
2025-07-01 15:50:44,user1014,cashout,770.49,Liverpool,liverpool,Xiaomi Mi 11,,770.49,0.51,0,Normal,Normal pattern
2025-07-08 02:12:46,user1014,transfer,1873.3,Liverpool,liverpool,Pixel 6,,1873.3,0.48,0,Normal,Normal pattern
2025-06-16 15:07:35,user1083,deposit,3822.32,Manchester,manchester,Samsung Galaxy S10,,3822.32,0.76,0,Normal,Normal pattern
2025-06-29 07:25:15,user1092,top-up,4432.05,Glasgow,glasgow,Xiaomi Mi 11,,4432.05,0.63,0,Normal,Normal pattern
2025-07-14 17:59:40 ,user1097,debit,$1396.6,Glasgow ,glasgow,Pixel 6,,1396.6,1.06,0,Normal,Normal pattern
2025-07-13 03:14:00,user1045,cashout,€1478.38,None,none,iPhone 13,,1478.38,0.65,0,Normal,Normal pattern
2025-07-16 11:47:31,user1048,transfer,16,nan,,nan,"['timestamp', 'user', 'type', 'amount']",16.0,0.07,0,Normal,Normal pattern
2025-07-13 06:07:33,user1046,deposit,€1696.22,Manchester,manchester,Huawei P30,,1696.22,0.57,0,Normal,Normal pattern
2025-07-24 15:09:24 ,user1045,transfer,£4140.72,Leeds ,leeds,Xiaomi Mi 11,,4140.72,0.89,0,Normal,Normal pattern
2025-06-03 15:57:07,user1011,cashout,3604.88,Manchester,manchester,Pixel 6,,3604.88,0.7,0,Normal,Normal pattern
2025-07-25 17:32:28 ,user1008,transfer,$3407.01,London ,london,iPhone 13,,3407.01,1.29,1,Anomaly,Unusual text pattern detected
2025-06-27 10:17:17 ,user1069,withdrawal,€3876.75,London ,london,Nokia 3310,,3876.75,0.96,0,Normal,Normal pattern
2025-06-24 14:11:22 ,user1064,top-up,€825.45,Manchester ,manchester,iPhone 13,,825.45,1.18,1,Anomaly,Unusual text pattern detected
2025-07-09 18:24:27 ,user1083,deposit,€2195.46,Birmingham ,birmingham,iPhone 13,,2195.46,0.96,0,Normal,Normal pattern
2025-07-06 23:58:06,user1064,transfer,$4942.03,Leeds,leeds,Pixel 6,,4942.03,0.56,0,Normal,Normal pattern
2025-07-10 23:09:11,user1020,debit,10,nan,,nan,"['timestamp', 'user', 'type', 'amount']",10.0,0.09,0,Normal,Normal pattern
2025-06-17 19:27:05,user1086,cashout,£2337.1,London,london,iPhone 13,,2337.1,0.73,0,Normal,Normal pattern
2025-07-29 06:53:35,user1005,transfer,2026.51,Manchester,manchester,Samsung Galaxy S10,,2026.51,0.48,0,Normal,Normal pattern
