timestamp,user,type,amount,location,location_norm,device,fields_found,amount_value,prev_location,is_new_location,anomaly_label,anomaly_score,anomaly_status,explanation
2025-07-09 08:34:47,user1020,debit,€3812.56,Manchester,manchester,Nokia 3310,,3812.56,,1,1,3812.56,Anomaly,High amount + new location
2025-07-09 08:47:20,user1020,refund,4415.22,Birmingham,birmingham,Nokia 3310,,4415.22,Manchester,1,1,4415.22,Anomaly,High amount + new location
2025-07-09 12:48:20,user1020,withdrawal,09,,,,"['timestamp', 'user', 'type', 'amount']",9.0,Birmingham,1,0,9.0,Normal,Rule not triggered
2025-07-09 13:14:04 ,user1020,purchase,$1565.95,Glasgow ,glasgow,None,,1565.95,,1,0,1565.95,Normal,Rule not triggered
2025-07-10 08:29:38,user1020,debit,$3378.88,Birmingham,birmingham,Xiaomi Mi 11,,3378.88,Glasgow ,1,1,3378.88,Anomaly,High amount + new location
2025-07-10 15:22:19,user1020,top-up,€2116.89,None,none,Samsung Galaxy S10,,2116.89,Birmingham,1,0,2116.89,Normal,Rule not triggered
2025-07-10 17:45:21,user1020,cashout,€1859.05,Manchester,manchester,Pixel 6,,1859.05,None,1,0,1859.05,Normal,Rule not triggered
2025-07-10 18:38:58,user1020,purchase,$2726.98,London,london,None,,2726.98,Manchester,1,0,2726.98,Normal,Rule not triggered
2025-07-10 19:51:34,user1020,deposit,10,,,,"['timestamp', 'user', 'type', 'amount']",10.0,London,1,0,10.0,Normal,Rule not triggered
2025-07-10 21:31:44,user1020,top-up,€544.27,Cardiff,cardiff,Nokia 3310,,544.27,,1,0,544.27,Normal,Rule not triggered
2025-07-10 23:09:11,user1020,debit,10,,,,"['timestamp', 'user', 'type', 'amount']",10.0,Cardiff,1,0,10.0,Normal,Rule not triggered
2025-07-11 00:54:10,user1020,cashout,11,,,,"['timestamp', 'user', 'type', 'amount']",11.0,,1,0,11.0,Normal,Rule not triggered
2025-07-11 08:34:32,user1020,purchase,€2504.16,Birmingham,birmingham,Samsung Galaxy S10,,2504.16,,1,0,2504.16,Normal,Rule not triggered
2025-07-11 08:50:34,user1020,refund,£33.1,None,none,iPhone 13,,33.1,Birmingham,1,0,33.1,Normal,Rule not triggered
2025-07-11 09:13:11,user1020,transfer,1592.47,Leeds,leeds,Nokia 3310,,1592.47,None,1,0,1592.47,Normal,Rule not triggered
2025-07-11 11:56:37 ,user1020,refund,£3845.75,Birmingham ,birmingham,Pixel 6,,3845.75,Leeds,1,1,3845.75,Anomaly,High amount + new location
2025-07-12 08:21:00 ,user1020,cashout,$4990.94,None ,none,Xiaomi Mi 11,,4990.94,Birmingham ,1,1,4990.94,Anomaly,High amount + new location
2025-07-13 04:52:54,user1020,deposit,191.92,London,london,iPhone 13,,191.92,None ,1,0,191.92,Normal,Rule not triggered
2025-07-13 05:01:00 ,user1020,refund,€1011.01,Manchester ,manchester,iPhone 13,,1011.01,London,1,0,1011.01,Normal,Rule not triggered
2025-07-13 07:04:40,user1020,withdrawal,£3376.73,Liverpool,liverpool,Huawei P30,,3376.73,Manchester ,1,1,3376.73,Anomaly,High amount + new location
2025-07-13 23:36:32,user1020,transfer,$1695.67,Glasgow,glasgow,Huawei P30,,1695.67,Liverpool,1,0,1695.67,Normal,Rule not triggered
2025-07-14 10:51:59 ,user1020,transfer,£4570.52,Leeds ,leeds,iPhone 13,,4570.52,Glasgow,1,1,4570.52,Anomaly,High amount + new location
2025-07-14 11:12:09,user1020,cashout,3056.93,Manchester,manchester,Huawei P30,,3056.93,Leeds ,1,1,3056.93,Anomaly,High amount + new location
2025-07-16 12:59:28 ,user1020,top-up,£4621.12,Leeds ,leeds,iPhone 13,,4621.12,Manchester,1,1,4621.12,Anomaly,High amount + new location
2025-07-16 13:10:46,user1020,transfer,418.96,Manchester,manchester,Samsung Galaxy S10,,418.96,Leeds ,1,0,418.96,Normal,Rule not triggered
2025-07-17 02:43:22,user1020,cashout,17,,,,"['timestamp', 'user', 'type', 'amount']",17.0,Manchester,1,0,17.0,Normal,Rule not triggered
2025-07-17 02:49:21,user1020,cashout,109.49,Liverpool,liverpool,Samsung Galaxy S10,,109.49,,1,0,109.49,Normal,Rule not triggered
2025-07-17 08:20:59,user1020,transfer,3349.71,Birmingham,birmingham,Pixel 6,,3349.71,Liverpool,1,1,3349.71,Anomaly,High amount + new location
2025-07-17 08:46:01,user1020,purchase,€3238.61,None,none,Pixel 6,,3238.61,Birmingham,1,1,3238.61,Anomaly,High amount + new location
2025-07-17 11:55:47 ,user1020,refund,£3813.1,Glasgow ,glasgow,Nokia 3310,,3813.1,None,1,1,3813.1,Anomaly,High amount + new location
2025-07-17 17:04:42,user1020,purchase,$2838.86,London,london,Nokia 3310,,2838.86,Glasgow ,1,0,2838.86,Normal,Rule not triggered
2025-07-17 22:03:42,user1020,debit,17,,,,"['timestamp', 'user', 'type', 'amount']",17.0,London,1,0,17.0,Normal,Rule not triggered
2025-07-17 23:12:50 ,user1020,purchase,€2338.95,Manchester ,manchester,Xiaomi Mi 11,,2338.95,,1,0,2338.95,Normal,Rule not triggered
2025-07-17 23:25:22,user1020,refund,647.98,Birmingham,birmingham,None,,647.98,Manchester ,1,0,647.98,Normal,Rule not triggered
2025-07-18 05:21:57 ,user1020,purchase,$1480.92,Cardiff ,cardiff,Pixel 6,,1480.92,Birmingham,1,0,1480.92,Normal,Rule not triggered
2025-07-18 07:26:16,user1020,debit,742.92,Glasgow,glasgow,iPhone 13,,742.92,Cardiff ,1,0,742.92,Normal,Rule not triggered
2025-07-18 12:22:02 ,user1020,cashout,$2857.16,London ,london,Samsung Galaxy S10,,2857.16,Glasgow,1,0,2857.16,Normal,Rule not triggered
2025-07-18 23:02:57,user1020,debit,175.1,Liverpool,liverpool,Samsung Galaxy S10,,175.1,London ,1,0,175.1,Normal,Rule not triggered
2025-07-20 04:09:59,user1020,purchase,£3679.68,Cardiff,cardiff,Samsung Galaxy S10,,3679.68,Liverpool,1,1,3679.68,Anomaly,High amount + new location
2025-07-20 04:26:31,user1020,cashout,£2265.61,Cardiff,cardiff,Xiaomi Mi 11,,2265.61,Cardiff,0,0,0.0,Normal,Rule not triggered
2025-07-20 12:59:31,user1020,debit,20,,,,"['timestamp', 'user', 'type', 'amount']",20.0,Cardiff,1,0,20.0,Normal,Rule not triggered
2025-07-20 17:32:53 ,user1020,refund,£3992.49,Birmingham ,birmingham,None,,3992.49,,1,1,3992.49,Anomaly,High amount + new location
2025-07-20 18:20:16,user1020,withdrawal,€1628.86,London,london,None,,1628.86,Birmingham ,1,0,1628.86,Normal,Rule not triggered
2025-07-21 02:29:21,user1020,top-up,2342.47,Glasgow,glasgow,None,,2342.47,London,1,0,2342.47,Normal,Rule not triggered
2025-07-21 10:14:37,user1020,purchase,$2392.8,Liverpool,liverpool,Nokia 3310,,2392.8,Glasgow,1,0,2392.8,Normal,Rule not triggered
2025-07-21 19:09:42,user1020,deposit,4272.39,Glasgow,glasgow,Huawei P30,,4272.39,Liverpool,1,1,4272.39,Anomaly,High amount + new location
2025-07-22 00:59:41,user1020,transfer,$1616.16,Leeds,leeds,Xiaomi Mi 11,,1616.16,Glasgow,1,0,1616.16,Normal,Rule not triggered
2025-07-22 02:34:12,user1020,deposit,$1800.52,Cardiff,cardiff,None,,1800.52,Leeds,1,0,1800.52,Normal,Rule not triggered
2025-07-22 02:56:24,user1020,transfer,126.52,Birmingham,birmingham,Nokia 3310,,126.52,Cardiff,1,0,126.52,Normal,Rule not triggered
2025-07-22 22:22:25,user1020,deposit,873.31,Birmingham,birmingham,Pixel 6,,873.31,Birmingham,0,0,0.0,Normal,Rule not triggered
2025-07-23 02:10:25,user1020,withdrawal,£2386.66,Liverpool,liverpool,Huawei P30,,2386.66,Birmingham,1,0,2386.66,Normal,Rule not triggered
2025-07-23 02:38:17 ,user1020,cashout,£243.03,Liverpool ,liverpool,iPhone 13,,243.03,Liverpool,1,0,243.03,Normal,Rule not triggered
2025-07-23 03:31:39 ,user1020,deposit,£4992.22,Leeds ,leeds,None,,4992.22,Liverpool ,1,1,4992.22,Anomaly,High amount + new location
2025-07-23 04:04:04,user1020,debit,23,,,,"['timestamp', 'user', 'type', 'amount']",23.0,Leeds ,1,0,23.0,Normal,Rule not triggered
2025-07-23 11:15:54,user1020,withdrawal,23,,,,"['timestamp', 'user', 'type', 'amount']",23.0,,1,0,23.0,Normal,Rule not triggered
2025-07-23 12:31:56 ,user1020,top-up,£2532.0,Glasgow ,glasgow,Xiaomi Mi 11,,2532.0,,1,0,2532.0,Normal,Rule not triggered
2025-07-23 20:27:22,user1020,top-up,2808.06,Leeds,leeds,Samsung Galaxy S10,,2808.06,Glasgow ,1,0,2808.06,Normal,Rule not triggered
2025-07-24 07:12:33,user1020,purchase,$4543.77,Manchester,manchester,Huawei P30,,4543.77,Leeds,1,1,4543.77,Anomaly,High amount + new location
2025-07-24 09:18:36,user1020,cashout,24,,,,"['timestamp', 'user', 'type', 'amount']",24.0,Manchester,1,0,24.0,Normal,Rule not triggered
2025-07-24 14:12:43,user1020,refund,730.21,London,london,None,,730.21,,1,0,730.21,Normal,Rule not triggered
2025-07-24 16:47:01,user1020,deposit,1673.71,Leeds,leeds,Xiaomi Mi 11,,1673.71,London,1,0,1673.71,Normal,Rule not triggered
2025-07-24 18:04:32 ,user1020,cashout,€2021.66,London ,london,Xiaomi Mi 11,,2021.66,Leeds,1,0,2021.66,Normal,Rule not triggered
2025-07-24 21:02:28,user1020,deposit,24,,,,"['timestamp', 'user', 'type', 'amount']",24.0,London ,1,0,24.0,Normal,Rule not triggered
2025-07-25 01:31:56,user1020,purchase,1050.18,Birmingham,birmingham,Nokia 3310,,1050.18,,1,0,1050.18,Normal,Rule not triggered
2025-07-25 04:57:06,user1020,top-up,25,,,,"['timestamp', 'user', 'type', 'amount']",25.0,Birmingham,1,0,25.0,Normal,Rule not triggered
2025-07-25 10:08:20,user1020,refund,3464.99,Leeds,leeds,Xiaomi Mi 11,,3464.99,,1,1,3464.99,Anomaly,High amount + new location
2025-07-25 21:32:21 ,user1020,withdrawal,$2724.11,Liverpool ,liverpool,None,,2724.11,Leeds,1,0,2724.11,Normal,Rule not triggered
2025-07-26 14:23:19 ,user1020,debit,$3244.09,Birmingham ,birmingham,Samsung Galaxy S10,,3244.09,Liverpool ,1,1,3244.09,Anomaly,High amount + new location
2025-07-26 15:10:44 ,user1020,purchase,€3341.48,Liverpool ,liverpool,Xiaomi Mi 11,,3341.48,Birmingham ,1,1,3341.48,Anomaly,High amount + new location
2025-07-26 23:18:01,user1020,debit,26,,,,"['timestamp', 'user', 'type', 'amount']",26.0,Liverpool ,1,0,26.0,Normal,Rule not triggered
2025-07-27 08:45:22,user1020,top-up,27,,,,"['timestamp', 'user', 'type', 'amount']",27.0,,1,0,27.0,Normal,Rule not triggered
2025-07-27 15:51:02,user1020,refund,4902.57,Cardiff,cardiff,Samsung Galaxy S10,,4902.57,,1,1,4902.57,Anomaly,High amount + new location
2025-07-27 21:50:14 ,user1020,cashout,$4530.25,Glasgow ,glasgow,Huawei P30,,4530.25,Cardiff,1,1,4530.25,Anomaly,High amount + new location
2025-07-27 23:23:16,user1020,deposit,£4110.29,Cardiff,cardiff,Xiaomi Mi 11,,4110.29,Glasgow ,1,1,4110.29,Anomaly,High amount + new location
2025-07-27 23:29:36,user1020,deposit,$1346.35,None,none,Huawei P30,,1346.35,Cardiff,1,0,1346.35,Normal,Rule not triggered
2025-07-28 01:31:21,user1020,top-up,951.36,Birmingham,birmingham,Xiaomi Mi 11,,951.36,None,1,0,951.36,Normal,Rule not triggered
2025-07-28 06:15:56 ,user1020,debit,$2145.89,London ,london,Huawei P30,,2145.89,Birmingham,1,0,2145.89,Normal,Rule not triggered
2025-07-28 10:40:50,user1020,transfer,€3429.8,Birmingham,birmingham,Pixel 6,,3429.8,London ,1,1,3429.8,Anomaly,High amount + new location
2025-07-28 17:58:48,user1020,withdrawal,232.02,Manchester,manchester,Xiaomi Mi 11,,232.02,Birmingham,1,0,232.02,Normal,Rule not triggered
2025-07-29 15:58:24,user1020,transfer,3566.25,None,none,Pixel 6,,3566.25,Manchester,1,1,3566.25,Anomaly,High amount + new location
2025-07-29 20:10:42,user1020,top-up,4395.51,London,london,Nokia 3310,,4395.51,None,1,1,4395.51,Anomaly,High amount + new location
2025-07-29 22:55:46 ,user1020,transfer,$1698.19,Birmingham ,birmingham,iPhone 13,,1698.19,London,1,0,1698.19,Normal,Rule not triggered
2025-07-30 02:28:05,user1020,cashout,3486.34,Liverpool,liverpool,Samsung Galaxy S10,,3486.34,Birmingham ,1,1,3486.34,Anomaly,High amount + new location
2025-07-30 10:17:59 ,user1020,deposit,$344.48,None ,none,Huawei P30,,344.48,Liverpool,1,0,344.48,Normal,Rule not triggered
2025-07-30 14:41:12 ,user1020,refund,€283.38,None ,none,Nokia 3310,,283.38,None ,0,0,0.0,Normal,Rule not triggered
2025-07-30 23:51:01 ,user1020,debit,€3897.83,None ,none,Huawei P30,,3897.83,None ,0,0,0.0,Normal,Rule not triggered
2025-07-31 03:11:55,user1020,debit,31,,,,"['timestamp', 'user', 'type', 'amount']",31.0,None ,1,0,31.0,Normal,Rule not triggered
2025-06-02 08:52:47 ,user1021,cashout,$3193.79,Manchester ,manchester,Nokia 3310,,3193.79,,1,1,3193.79,Anomaly,High amount + new location
2025-06-02 23:43:46,user1021,debit,$3598.16,Leeds,leeds,Nokia 3310,,3598.16,Manchester ,1,1,3598.16,Anomaly,High amount + new location
2025-06-06 06:07:26 ,user1021,transfer,£4238.71,Cardiff ,cardiff,Pixel 6,,4238.71,Leeds,1,1,4238.71,Anomaly,High amount + new location
2025-06-07 09:23:18,user1021,debit,07,,,,"['timestamp', 'user', 'type', 'amount']",7.0,Cardiff ,1,0,7.0,Normal,Rule not triggered
2025-06-07 15:31:31,user1021,debit,07,,,,"['timestamp', 'user', 'type', 'amount']",7.0,,1,0,7.0,Normal,Rule not triggered
2025-06-09 02:16:27 ,user1021,transfer,€1850.32,Manchester ,manchester,Samsung Galaxy S10,,1850.32,,1,0,1850.32,Normal,Rule not triggered
2025-06-10 23:00:29 ,user1021,transfer,£3897.79,London ,london,Huawei P30,,3897.79,Manchester ,1,1,3897.79,Anomaly,High amount + new location
2025-06-11 04:35:30 ,user1021,top-up,$2518.11,Leeds ,leeds,Nokia 3310,,2518.11,London ,1,0,2518.11,Normal,Rule not triggered
2025-06-12 22:39:05 ,user1021,withdrawal,€4845.25,London ,london,Huawei P30,,4845.25,Leeds ,1,1,4845.25,Anomaly,High amount + new location
2025-06-13 00:46:11,user1021,purchase,€1178.1,Liverpool,liverpool,Nokia 3310,,1178.1,London ,1,0,1178.1,Normal,Rule not triggered
2025-06-13 08:40:05 ,user1021,cashout,€2817.21,Cardiff ,cardiff,None,,2817.21,Liverpool,1,0,2817.21,Normal,Rule not triggered
2025-06-17 11:14:39,user1021,refund,$1849.6,Leeds,leeds,Pixel 6,,1849.6,Cardiff ,1,0,1849.6,Normal,Rule not triggered
2025-06-17 13:47:02,user1021,debit,17,,,,"['timestamp', 'user', 'type', 'amount']",17.0,Leeds,1,0,17.0,Normal,Rule not triggered
2025-06-19 03:09:39,user1021,cashout,974.46,Manchester,manchester,iPhone 13,,974.46,,1,0,974.46,Normal,Rule not triggered
2025-06-21 15:38:43,user1021,refund,1407.58,Cardiff,cardiff,Samsung Galaxy S10,,1407.58,Manchester,1,0,1407.58,Normal,Rule not triggered
2025-06-24 11:36:21,user1021,transfer,$3434.42,Manchester,manchester,iPhone 13,,3434.42,Cardiff,1,1,3434.42,Anomaly,High amount + new location
2025-06-24 11:45:15,user1021,withdrawal,4226.56,London,london,Samsung Galaxy S10,,4226.56,Manchester,1,1,4226.56,Anomaly,High amount + new location
2025-06-26 02:47:48,user1021,withdrawal,4740.96,Glasgow,glasgow,iPhone 13,,4740.96,London,1,1,4740.96,Anomaly,High amount + new location
2025-06-27 15:56:18 ,user1021,debit,$1477.69,Birmingham ,birmingham,Samsung Galaxy S10,,1477.69,Glasgow,1,0,1477.69,Normal,Rule not triggered
2025-06-29 23:04:19 ,user1021,deposit,$4320.23,London ,london,Xiaomi Mi 11,,4320.23,Birmingham ,1,1,4320.23,Anomaly,High amount + new location
2025-06-30 21:44:38,user1021,deposit,2247.57,Cardiff,cardiff,None,,2247.57,London ,1,0,2247.57,Normal,Rule not triggered
2025-07-02 20:46:25,user1021,debit,3975.17,London,london,Samsung Galaxy S10,,3975.17,Cardiff,1,1,3975.17,Anomaly,High amount + new location
2025-07-04 04:43:49,user1021,transfer,2554.61,Liverpool,liverpool,None,,2554.61,London,1,0,2554.61,Normal,Rule not triggered
2025-07-05 02:43:51,user1021,withdrawal,€1924.45,Manchester,manchester,None,,1924.45,Liverpool,1,0,1924.45,Normal,Rule not triggered
2025-07-06 13:04:11 ,user1021,transfer,$897.03,Manchester ,manchester,Samsung Galaxy S10,,897.03,Manchester,1,0,897.03,Normal,Rule not triggered
2025-07-06 19:58:30,user1021,cashout,2001.83,None,none,iPhone 13,,2001.83,Manchester ,1,0,2001.83,Normal,Rule not triggered
2025-07-10 16:25:50,user1021,cashout,10,,,,"['timestamp', 'user', 'type', 'amount']",10.0,None,1,0,10.0,Normal,Rule not triggered
2025-07-11 20:06:20 ,user1021,top-up,$733.39,Leeds ,leeds,iPhone 13,,733.39,,1,0,733.39,Normal,Rule not triggered
2025-07-12 00:07:50,user1021,purchase,2477.77,Manchester,manchester,Huawei P30,,2477.77,Leeds ,1,0,2477.77,Normal,Rule not triggered
2025-07-15 05:33:35,user1021,transfer,1478.31,Manchester,manchester,None,,1478.31,Manchester,0,0,0.0,Normal,Rule not triggered
2025-07-16 11:01:53 ,user1021,cashout,£800.16,Cardiff ,cardiff,Huawei P30,,800.16,Manchester,1,0,800.16,Normal,Rule not triggered
2025-07-17 04:31:52,user1021,withdrawal,2242.34,None,none,Huawei P30,,2242.34,Cardiff ,1,0,2242.34,Normal,Rule not triggered
2025-07-20 03:32:23,user1021,cashout,4982.94,Cardiff,cardiff,Huawei P30,,4982.94,None,1,1,4982.94,Anomaly,High amount + new location
2025-07-20 03:44:16,user1021,cashout,£2119.81,Manchester,manchester,Pixel 6,,2119.81,Cardiff,1,0,2119.81,Normal,Rule not triggered
2025-07-21 04:00:12 ,user1021,top-up,€2665.87,Leeds ,leeds,Xiaomi Mi 11,,2665.87,Manchester,1,0,2665.87,Normal,Rule not triggered
2025-07-22 22:34:47 ,user1021,refund,$3736.84,Manchester ,manchester,Huawei P30,,3736.84,Leeds ,1,1,3736.84,Anomaly,High amount + new location
2025-07-23 12:30:22,user1021,refund,1129.18,Birmingham,birmingham,Samsung Galaxy S10,,1129.18,Manchester ,1,0,1129.18,Normal,Rule not triggered
2025-07-24 08:18:49,user1021,withdrawal,$891.42,Leeds,leeds,None,,891.42,Birmingham,1,0,891.42,Normal,Rule not triggered
2025-07-24 10:41:16 ,user1021,withdrawal,£1773.68,None ,none,Pixel 6,,1773.68,Leeds,1,0,1773.68,Normal,Rule not triggered
2025-07-26 11:33:31,user1021,cashout,€1785.98,Liverpool,liverpool,Samsung Galaxy S10,,1785.98,None ,1,0,1785.98,Normal,Rule not triggered
2025-07-27 11:54:35,user1021,refund,2389.92,Liverpool,liverpool,None,,2389.92,Liverpool,0,0,0.0,Normal,Rule not triggered
2025-07-30 06:29:39,user1021,debit,3474.94,Leeds,leeds,None,,3474.94,Liverpool,1,1,3474.94,Anomaly,High amount + new location
2025-07-30 23:41:45,user1021,top-up,4297.71,Glasgow,glasgow,Samsung Galaxy S10,,4297.71,Leeds,1,1,4297.71,Anomaly,High amount + new location
2025-06-07 04:19:10 ,user1022,transfer,$3947.62,Liverpool ,liverpool,None,,3947.62,,1,1,3947.62,Anomaly,High amount + new location
2025-06-09 21:31:52,user1022,refund,£2338.16,Glasgow,glasgow,Huawei P30,,2338.16,Liverpool ,1,0,2338.16,Normal,Rule not triggered
2025-06-10 04:51:36 ,user1022,debit,£717.83,Glasgow ,glasgow,Xiaomi Mi 11,,717.83,Glasgow,1,0,717.83,Normal,Rule not triggered
2025-06-18 07:33:29 ,user1022,debit,$1416.0,Glasgow ,glasgow,Nokia 3310,,1416.0,Glasgow ,0,0,0.0,Normal,Rule not triggered
2025-06-20 12:00:31 ,user1022,transfer,£995.65,Liverpool ,liverpool,None,,995.65,Glasgow ,1,0,995.65,Normal,Rule not triggered
2025-06-23 12:51:16,user1022,withdrawal,3343.65,Leeds,leeds,Huawei P30,,3343.65,Liverpool ,1,1,3343.65,Anomaly,High amount + new location
2025-06-24 16:58:13,user1022,cashout,€395.56,Liverpool,liverpool,None,,395.56,Leeds,1,0,395.56,Normal,Rule not triggered
2025-06-25 08:57:18,user1022,withdrawal,€4037.18,Leeds,leeds,Pixel 6,,4037.18,Liverpool,1,1,4037.18,Anomaly,High amount + new location
2025-06-25 09:18:00 ,user1022,purchase,€631.35,Leeds ,leeds,Xiaomi Mi 11,,631.35,Leeds,1,0,631.35,Normal,Rule not triggered
2025-06-26 01:52:50 ,user1022,deposit,£749.21,Glasgow ,glasgow,None,,749.21,Leeds ,1,0,749.21,Normal,Rule not triggered
2025-06-27 09:31:17,user1022,purchase,27,,,,"['timestamp', 'user', 'type', 'amount']",27.0,Glasgow ,1,0,27.0,Normal,Rule not triggered
2025-06-27 14:06:07,user1022,debit,27,,,,"['timestamp', 'user', 'type', 'amount']",27.0,,1,0,27.0,Normal,Rule not triggered
2025-06-28 12:48:44 ,user1022,transfer,$1771.14,None ,none,Huawei P30,,1771.14,,1,0,1771.14,Normal,Rule not triggered
2025-06-29 00:24:18 ,user1022,transfer,£329.5,Birmingham ,birmingham,Xiaomi Mi 11,,329.5,None ,1,0,329.5,Normal,Rule not triggered
2025-06-30 04:39:36,user1022,top-up,3005.3,Birmingham,birmingham,Samsung Galaxy S10,,3005.3,Birmingham ,1,1,3005.3,Anomaly,High amount + new location
2025-07-02 14:31:52,user1022,transfer,4758.23,London,london,Pixel 6,,4758.23,Birmingham,1,1,4758.23,Anomaly,High amount + new location
2025-07-02 20:38:57,user1022,transfer,$297.53,Liverpool,liverpool,None,,297.53,London,1,0,297.53,Normal,Rule not triggered
2025-07-03 02:44:46 ,user1022,purchase,$1941.76,Manchester ,manchester,Huawei P30,,1941.76,Liverpool,1,0,1941.76,Normal,Rule not triggered
2025-07-04 19:59:38 ,user1022,withdrawal,€4088.97,Manchester ,manchester,Huawei P30,,4088.97,Manchester ,0,0,0.0,Normal,Rule not triggered
2025-07-05 13:43:29,user1022,deposit,€2489.6,Liverpool,liverpool,iPhone 13,,2489.6,Manchester ,1,0,2489.6,Normal,Rule not triggered
2025-07-06 05:28:51,user1022,purchase,06,,,,"['timestamp', 'user', 'type', 'amount']",6.0,Liverpool,1,0,6.0,Normal,Rule not triggered
2025-07-11 12:24:57 ,user1022,top-up,$3074.64,Cardiff ,cardiff,Pixel 6,,3074.64,,1,1,3074.64,Anomaly,High amount + new location
2025-07-12 10:39:22,user1022,top-up,$2897.34,Birmingham,birmingham,None,,2897.34,Cardiff ,1,0,2897.34,Normal,Rule not triggered
2025-07-13 12:33:14 ,user1022,purchase,€1415.88,Manchester ,manchester,Samsung Galaxy S10,,1415.88,Birmingham,1,0,1415.88,Normal,Rule not triggered
2025-07-13 12:37:30,user1022,deposit,1605.48,Cardiff,cardiff,Huawei P30,,1605.48,Manchester ,1,0,1605.48,Normal,Rule not triggered
2025-07-13 14:59:38 ,user1022,purchase,£407.9,London ,london,Huawei P30,,407.9,Cardiff,1,0,407.9,Normal,Rule not triggered
2025-07-13 19:07:44,user1022,top-up,£4481.47,Glasgow,glasgow,Nokia 3310,,4481.47,London ,1,1,4481.47,Anomaly,High amount + new location
2025-07-13 19:31:02,user1022,top-up,$4224.99,None,none,Xiaomi Mi 11,,4224.99,Glasgow,1,1,4224.99,Anomaly,High amount + new location
2025-07-16 06:53:17 ,user1022,transfer,€2449.99,Liverpool ,liverpool,None,,2449.99,None,1,0,2449.99,Normal,Rule not triggered
2025-07-16 13:15:54,user1022,cashout,1069.69,Glasgow,glasgow,Xiaomi Mi 11,,1069.69,Liverpool ,1,0,1069.69,Normal,Rule not triggered
2025-07-17 13:47:08 ,user1022,deposit,$3781.26,Glasgow ,glasgow,Samsung Galaxy S10,,3781.26,Glasgow,1,1,3781.26,Anomaly,High amount + new location
2025-07-18 03:28:46 ,user1022,deposit,$2816.44,Cardiff ,cardiff,Samsung Galaxy S10,,2816.44,Glasgow ,1,0,2816.44,Normal,Rule not triggered
2025-07-19 11:14:27 ,user1022,deposit,£2756.61,Glasgow ,glasgow,Nokia 3310,,2756.61,Cardiff ,1,0,2756.61,Normal,Rule not triggered
2025-07-20 03:17:15,user1022,refund,£3178.72,London,london,Nokia 3310,,3178.72,Glasgow ,1,1,3178.72,Anomaly,High amount + new location
2025-07-21 08:46:04 ,user1022,cashout,£3552.65,Cardiff ,cardiff,Samsung Galaxy S10,,3552.65,London,1,1,3552.65,Anomaly,High amount + new location
2025-07-21 18:11:01,user1022,debit,21,,,,"['timestamp', 'user', 'type', 'amount']",21.0,Cardiff ,1,0,21.0,Normal,Rule not triggered
2025-07-23 09:11:20 ,user1022,top-up,£227.8,Liverpool ,liverpool,None,,227.8,,1,0,227.8,Normal,Rule not triggered
2025-07-26 19:19:49,user1022,debit,£70.6,Liverpool,liverpool,Samsung Galaxy S10,,70.6,Liverpool ,1,0,70.6,Normal,Rule not triggered
2025-07-28 00:44:07,user1022,purchase,$4158.89,Cardiff,cardiff,Pixel 6,,4158.89,Liverpool,1,1,4158.89,Anomaly,High amount + new location
2025-07-28 03:24:56,user1022,top-up,2457.78,Leeds,leeds,Pixel 6,,2457.78,Cardiff,1,0,2457.78,Normal,Rule not triggered
2025-07-29 01:20:28,user1022,transfer,29,,,,"['timestamp', 'user', 'type', 'amount']",29.0,Leeds,1,0,29.0,Normal,Rule not triggered
2025-07-29 15:45:44,user1022,purchase,€4699.5,Glasgow,glasgow,Samsung Galaxy S10,,4699.5,,1,1,4699.5,Anomaly,High amount + new location
2025-07-29 22:58:12,user1022,withdrawal,2647.36,Liverpool,liverpool,Huawei P30,,2647.36,Glasgow,1,0,2647.36,Normal,Rule not triggered
2025-07-30 07:56:03,user1022,deposit,4460.63,London,london,Nokia 3310,,4460.63,Liverpool,1,1,4460.63,Anomaly,High amount + new location
2025-06-02 12:25:00,user1024,transfer,113.61,Leeds,leeds,Xiaomi Mi 11,,113.61,,1,0,113.61,Normal,Rule not triggered
2025-06-02 18:40:23,user1024,top-up,02,,,,"['timestamp', 'user', 'type', 'amount']",2.0,Leeds,1,0,2.0,Normal,Rule not triggered
2025-06-05 01:00:27 ,user1024,refund,£20.54,Manchester ,manchester,iPhone 13,,20.54,,1,0,20.54,Normal,Rule not triggered
2025-06-07 09:07:45 ,user1024,debit,£4650.7,Manchester ,manchester,Pixel 6,,4650.7,Manchester ,0,0,0.0,Normal,Rule not triggered
2025-06-07 13:25:46,user1024,transfer,$3193.33,Manchester,manchester,Samsung Galaxy S10,,3193.33,Manchester ,1,1,3193.33,Anomaly,High amount + new location
2025-06-13 05:46:26,user1024,transfer,$4410.25,None,none,None,,4410.25,Manchester,1,1,4410.25,Anomaly,High amount + new location
2025-06-14 00:45:15 ,user1024,deposit,€453.01,Cardiff ,cardiff,Nokia 3310,,453.01,None,1,0,453.01,Normal,Rule not triggered
2025-06-16 01:54:55,user1024,transfer,$3453.2,Cardiff,cardiff,Nokia 3310,,3453.2,Cardiff ,1,1,3453.2,Anomaly,High amount + new location
2025-06-16 16:12:38 ,user1024,withdrawal,$1947.93,Liverpool ,liverpool,Nokia 3310,,1947.93,Cardiff,1,0,1947.93,Normal,Rule not triggered
